image_id,filename,relative_path,tract,category,super_category,super_category_id,class_name,class_id,width,height,aspect_ratio,file_size_kb,laplacian_var,mean_brightness,specular_ratio,quality_tag,phash,split,fold
IMG_00725,b2a91bcc-85ba-4a75-b999-094f492fe867.jpg,lower-gi-tract/anatomical-landmarks/cecum/b2a91bcc-85ba-4a75-b999-094f492fe867.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,255.03,558.65,114.0,0.15,Good_Quality,95424bad55b63a33,train,3
IMG_09882,f826afb3-2c10-451a-9bc9-826414a98f96.jpg,upper-gi-tract/anatomical-landmarks/z-line/f826afb3-2c10-451a-9bc9-826414a98f96.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1221,1013,1.205,778.27,282.18,137.24,0.05,Good_Quality,d027813f149e33bb,train,3
IMG_10103,39f19535-ae30-42a3-825f-2e6897b1217b.jpg,upper-gi-tract/pathological-findings/esophagitis-a/39f19535-ae30-42a3-825f-2e6897b1217b.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1221,1012,1.207,708.92,62.82,147.55,0.076,Motion_Blur,c03f914f14dd47b2,train,3
IMG_06394,318eb83f-7ff7-4e78-8368-487a7029cb41.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/318eb83f-7ff7-4e78-8368-487a7029cb41.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,623,531,1.173,249.7,520.67,106.24,0.133,Good_Quality,943315da56cc3bc6,train,3
IMG_10092,354bde5f-59b1-47c7-94a8-c6ee2f6b1cbb.jpg,upper-gi-tract/pathological-findings/esophagitis-a/354bde5f-59b1-47c7-94a8-c6ee2f6b1cbb.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1225,1012,1.21,808.33,78.1,139.48,1.32,Motion_Blur,a19d556654375a69,train,3
IMG_07753,87d0ded1-ab38-48a1-808c-fec2b6da59b8.jpg,upper-gi-tract/anatomical-landmarks/pylorus/87d0ded1-ab38-48a1-808c-fec2b6da59b8.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,683.97,39.46,137.98,9.288,Motion_Blur,c43f117f007c72f8,train,3
IMG_02685,75af7bcb-29ac-4cbf-9cb7-d818b2e44f08.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1-2/75af7bcb-29ac-4cbf-9cb7-d818b2e44f08.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-1-2,18,561,531,1.056,208.04,318.54,79.77,0.071,Good_Quality,8569751f4570546f,train,3
IMG_00862,d5b1b694-3391-4e90-8028-ea4f117b7d99.jpg,lower-gi-tract/anatomical-landmarks/cecum/d5b1b694-3391-4e90-8028-ea4f117b7d99.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,249.25,341.41,124.19,0.218,Good_Quality,d400150d571b7efb,train,3
IMG_08838,d22eea40-3bb3-4fb5-891e-29d3c7f6c5bd.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/d22eea40-3bb3-4fb5-891e-29d3c7f6c5bd.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,627,548,1.144,222.02,256.42,105.33,0.031,Good_Quality,e43411c644d36fde,train,3
IMG_00229,341402e2-a6b8-4e1e-b05a-1fed9243c87f.jpg,lower-gi-tract/anatomical-landmarks/cecum/341402e2-a6b8-4e1e-b05a-1fed9243c87f.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,630,531,1.186,202.99,484.92,86.03,0.024,Good_Quality,d5044a150b3e7dbe,train,3
IMG_10636,e16a3465-5c68-476a-b2f7-fbbdfa5e62b4.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/e16a3465-5c68-476a-b2f7-fbbdfa5e62b4.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1349,1071,1.26,722.23,75.61,129.85,0.205,Motion_Blur,d1c14467031b1fef,train,3
IMG_01019,02a52e87-412c-4a86-b7af-5f06bb429bc7.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/02a52e87-412c-4a86-b7af-5f06bb429bc7.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,635,547,1.161,230.06,473.39,77.69,0.011,Good_Quality,d42a1fb1c13b53b1,train,3
IMG_07745,85f78bd2-e939-4a01-828a-65c0f21e473a.jpg,upper-gi-tract/anatomical-landmarks/pylorus/85f78bd2-e939-4a01-828a-65c0f21e473a.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1349,1071,1.26,772.73,116.46,127.24,0.862,Good_Quality,c59c159d1536179e,train,3
IMG_06463,42f6fc14-7ee7-4bfe-b32a-c623adeebf2c.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/42f6fc14-7ee7-4bfe-b32a-c623adeebf2c.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,623,529,1.178,267.43,633.42,103.68,3.996,Good_Quality,f490019d179adfcc,train,3
IMG_00778,c03df7e2-7185-42b2-a167-8cfe6b9efc5a.jpg,lower-gi-tract/anatomical-landmarks/cecum/c03df7e2-7185-42b2-a167-8cfe6b9efc5a.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,531,1.192,196.91,328.44,108.79,0.2,Good_Quality,d084571f5efa5a0a,train,3
IMG_09942,fbc1e03f-2416-40e7-b6fe-16fcf1ebee11.jpg,upper-gi-tract/pathological-findings/barretts/fbc1e03f-2416-40e7-b6fe-16fcf1ebee11.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,barretts,0,1221,1012,1.207,883.54,354.63,133.11,0.057,Good_Quality,e00794be457b58dc,train,3
IMG_04173,379030d0-cf2b-4aad-9fc5-9ef7dbe2d7c2.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/379030d0-cf2b-4aad-9fc5-9ef7dbe2d7c2.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,159.27,589.12,108.27,1.583,Good_Quality,952df55554735a22,train,3
IMG_03532,55c2f412-a8f1-49fe-8354-1e424d40c068.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/55c2f412-a8f1-49fe-8354-1e424d40c068.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,531,1.192,183.81,688.08,102.02,0.245,Good_Quality,f095051551d74ede,train,3
IMG_04136,2d67c4f9-5a14-4239-8c10-dac29c798ab6.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/2d67c4f9-5a14-4239-8c10-dac29c798ab6.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,145.25,568.45,88.49,0.78,Good_Quality,e0611d838d1fd3e3,train,3
IMG_06730,888fe3d2-71c3-4900-b007-21270780d9a7.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/888fe3d2-71c3-4900-b007-21270780d9a7.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,531,1.192,209.67,542.43,90.98,2.449,Good_Quality,e5a5155554de724a,train,3
IMG_00781,c0824b90-9482-43b3-91f1-b555b33f123e.jpg,lower-gi-tract/anatomical-landmarks/cecum/c0824b90-9482-43b3-91f1-b555b33f123e.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,532,1.19,204.96,412.69,89.98,0.239,Good_Quality,d0231f9f5c1e4be0,train,3
IMG_00707,ae877aee-4c1c-4ca2-b1b2-18ccb741c017.jpg,lower-gi-tract/anatomical-landmarks/cecum/ae877aee-4c1c-4ca2-b1b2-18ccb741c017.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,633,532,1.19,212.62,271.67,110.33,0.032,Good_Quality,d42001034f2fdfbf,train,3
IMG_06917,b7bc6ed9-7535-42b9-80bc-3eb56c194450.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/b7bc6ed9-7535-42b9-80bc-3eb56c194450.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,532,1.19,223.01,629.49,97.98,0.38,Good_Quality,d5253d654ad39269,train,3
IMG_10183,6b973da7-25fc-47aa-8b43-8baff979496a.jpg,upper-gi-tract/pathological-findings/esophagitis-a/6b973da7-25fc-47aa-8b43-8baff979496a.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1225,1013,1.209,811.77,96.03,147.7,2.868,Good_Quality,a02d457d549b5e6c,train,3
IMG_10221,889f7cad-1bb7-4907-971c-8e03fd41e33b.jpg,upper-gi-tract/pathological-findings/esophagitis-a/889f7cad-1bb7-4907-971c-8e03fd41e33b.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,613,524,1.17,192.66,190.16,150.94,1.33,Good_Quality,803fd46f11b942ee,train,3
IMG_03303,04e7f915-dfee-4584-905a-d4bf226b6815.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/04e7f915-dfee-4584-905a-d4bf226b6815.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,635,548,1.159,264.3,846.02,105.96,1.648,Good_Quality,814a55ad5565976d,train,3
IMG_04586,8be9200a-ced8-42e3-b157-bcaf57cb81be.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/8be9200a-ced8-42e3-b157-bcaf57cb81be.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,149.15,595.83,91.87,1.923,Good_Quality,b525d59656d35a0a,train,3
IMG_01253,929cd471-1f0e-475d-8c14-4feecdf65e1c.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/929cd471-1f0e-475d-8c14-4feecdf65e1c.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,572,531,1.077,202.38,206.46,103.89,0.183,Good_Quality,a13755c944745cdd,train,3
IMG_09751,d222972c-f6c0-413c-82e1-7f83c06fe2d7.jpg,upper-gi-tract/anatomical-landmarks/z-line/d222972c-f6c0-413c-82e1-7f83c06fe2d7.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1349,1071,1.26,693.55,66.94,106.03,0.251,Motion_Blur,c4fec078112307ff,train,3
IMG_01085,28b4c0d3-b6bc-498f-beb0-2d5c2853ac3d.jpg,lower-gi-tract/anatomical-landmarks/retroflex-rectum/28b4c0d3-b6bc-498f-beb0-2d5c2853ac3d.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-rectum,14,623,529,1.178,229.68,441.35,116.75,3.144,Good_Quality,81b015575b1f4f9a,train,3
IMG_02823,4bab9dc2-abe3-463d-bfe3-727ef3e85e6b.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/4bab9dc2-abe3-463d-bfe3-727ef3e85e6b.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,624,530,1.177,207.97,617.93,121.5,0.173,Good_Quality,b42f54710ff00ff0,train,3
IMG_07867,a43e7ce9-d166-437a-897c-722adcde84e1.jpg,upper-gi-tract/anatomical-landmarks/pylorus/a43e7ce9-d166-437a-897c-722adcde84e1.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1011,1.208,789.02,57.64,128.01,0.192,Motion_Blur,94a711dd18577372,train,3
IMG_07652,6e5f4261-1770-4185-8483-157e58ff4e58.jpg,upper-gi-tract/anatomical-landmarks/pylorus/6e5f4261-1770-4185-8483-157e58ff4e58.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,829.78,149.09,127.11,0.043,Good_Quality,d02f003f14f64f6b,train,3
IMG_00828,cb7dfc06-2b22-477e-971b-067066e89a14.jpg,lower-gi-tract/anatomical-landmarks/cecum/cb7dfc06-2b22-477e-971b-067066e89a14.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,547,1.161,245.39,513.88,122.07,0.153,Good_Quality,95025717569d5a73,train,3
IMG_04486,763de819-7cfd-49ab-a5dc-073d61016bc5.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/763de819-7cfd-49ab-a5dc-073d61016bc5.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,151.59,601.81,77.92,0.147,Good_Quality,f52055cbde219a39,train,3
IMG_04051,1a26582d-95f8-48d9-a2b7-c98a82e41424.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/1a26582d-95f8-48d9-a2b7-c98a82e41424.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,139.15,593.65,89.88,2.751,Good_Quality,b5a5d59753da4a08,train,3
IMG_07544,54859186-2561-4110-9aa4-89a2b37d3c22.jpg,upper-gi-tract/anatomical-landmarks/pylorus/54859186-2561-4110-9aa4-89a2b37d3c22.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,869.81,86.34,149.15,0.652,Good_Quality,c41b1137056f17f6,train,3
IMG_02388,f2766bd3-76b7-4162-8263-3e9f6d20bfbd.jpg,lower-gi-tract/pathological-findings/polyps/f2766bd3-76b7-4162-8263-3e9f6d20bfbd.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,622,531,1.171,30.8,205.12,100.4,0.035,Good_Quality,c4711c47431ceef3,train,3
IMG_08692,a844df6f-0270-4eab-b0af-3f361ebb2fd5.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/a844df6f-0270-4eab-b0af-3f361ebb2fd5.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1349,1071,1.26,796.11,85.23,122.7,0.338,Good_Quality,8727544c447b62fd,train,3
IMG_05491,479efb5f-bbfc-4dad-9012-74b6d0d37b45.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/479efb5f-bbfc-4dad-9012-74b6d0d37b45.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,512,1.236,200.47,501.43,92.85,0.6,Good_Quality,c409777c31a972c7,train,3
IMG_09523,965fd784-b4d1-44cd-9d19-799d34e7957d.jpg,upper-gi-tract/anatomical-landmarks/z-line/965fd784-b4d1-44cd-9d19-799d34e7957d.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1225,1015,1.207,718.74,273.54,142.58,0.002,Good_Quality,9172458f543e3ab3,train,3
IMG_04381,61d7208c-ab03-4821-bdb7-c5499903d61c.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/61d7208c-ab03-4821-bdb7-c5499903d61c.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,159.88,615.33,109.22,0.261,Good_Quality,b580d5155e735a5a,train,3
IMG_00184,2add42fa-e53b-4971-b4e7-1f06e6d7142b.jpg,lower-gi-tract/anatomical-landmarks/cecum/2add42fa-e53b-4971-b4e7-1f06e6d7142b.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,628,529,1.187,239.64,258.86,113.78,0.895,Good_Quality,c4855d3263eb66c5,train,3
IMG_04359,5d2104c3-5530-434f-9d69-ecdaab571ab5.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/5d2104c3-5530-434f-9d69-ecdaab571ab5.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,158.83,588.84,77.58,0.183,Good_Quality,c085971f5aff1292,train,3
IMG_02270,d5cd7756-33d0-4128-ae4a-cb0c28cdaceb.jpg,lower-gi-tract/pathological-findings/polyps/d5cd7756-33d0-4128-ae4a-cb0c28cdaceb.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,720,576,1.25,166.56,236.61,74.81,2.051,Good_Quality,c03f1fc02ed33cca,train,3
IMG_08019,cdbd8649-2d3d-4e1a-a88a-c0e8be64f4a9.jpg,upper-gi-tract/anatomical-landmarks/pylorus/cdbd8649-2d3d-4e1a-a88a-c0e8be64f4a9.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1013,1.209,816.97,71.86,127.56,1.854,Motion_Blur,c01f316d03577cce,train,3
IMG_03818,cd29978d-9579-4705-8236-9b2f19c70d22.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/cd29978d-9579-4705-8236-9b2f19c70d22.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,532,1.19,162.42,601.71,97.88,0.2,Good_Quality,9522559919798e6f,train,3
IMG_04746,afa1d167-af01-4e73-b4c7-3fd91d953507.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/afa1d167-af01-4e73-b4c7-3fd91d953507.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,532,1.19,148.83,607.46,113.4,0.204,Good_Quality,b588c1055d775e1e,train,3
IMG_10326,cb9ec084-2109-4423-b542-18bacebac224.jpg,upper-gi-tract/pathological-findings/esophagitis-a/cb9ec084-2109-4423-b542-18bacebac224.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1225,1013,1.209,845.56,79.47,142.94,0.1,Motion_Blur,c593104f375b5a66,train,3
IMG_02593,9b777c57-18d9-48f1-a967-61adc1d324d9.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/9b777c57-18d9-48f1-a967-61adc1d324d9.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-1,17,612,529,1.157,167.9,100.85,106.38,3.19,Good_Quality,d5bd018187971f96,train,3
IMG_05546,57908903-6f96-44d8-aef1-8a0963353dc6.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/57908903-6f96-44d8-aef1-8a0963353dc6.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,531,1.192,201.57,400.06,102.41,0.401,Good_Quality,d1091f26723e5be2,train,3
IMG_08925,f067c286-2a17-4b4a-a536-fab1a32f6155.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/f067c286-2a17-4b4a-a536-fab1a32f6155.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1013,1.205,879.44,350.99,121.13,0.332,Good_Quality,b427117f05fe0f60,train,3
IMG_07489,475df3ff-c6b6-4179-9b44-a50831c135ff.jpg,upper-gi-tract/anatomical-landmarks/pylorus/475df3ff-c6b6-4179-9b44-a50831c135ff.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1015,1.207,711.35,42.63,141.37,2.159,Motion_Blur,806f55ab55be4a1c,train,3
IMG_05856,a6bf19ea-6aff-4ee0-9364-006090347a69.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/a6bf19ea-6aff-4ee0-9364-006090347a69.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,633,531,1.192,221.21,532.63,84.47,1.01,Good_Quality,922f615515f6564e,train,3
IMG_04316,54835813-9483-4de8-8171-e64f901a1a8d.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-2-3/54835813-9483-4de8-8171-e64f901a1a8d.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-2-3,3,633,531,1.192,178.7,695.88,110.59,0.583,Good_Quality,a5855516525e5adb,train,3
IMG_05129,4ac33ed3-2d5d-48c6-a72e-6ae7712c95e5.jpg,lower-gi-tract/quality-of-mucosal-views/impacted-stool/4ac33ed3-2d5d-48c6-a72e-6ae7712c95e5.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,impacted-stool,11,633,531,1.192,162.5,594.43,81.56,0.157,Good_Quality,b50cd7374ed3420b,train,3
IMG_02036,9a02753d-763e-4bc2-912b-6396b9fad094.jpg,lower-gi-tract/pathological-findings/polyps/9a02753d-763e-4bc2-912b-6396b9fad094.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,570,530,1.075,33.39,157.21,98.25,0.44,Good_Quality,d423143b21c6dbfc,train,3
IMG_08940,f6d46a23-15c9-474c-93b6-794b421e6556.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/f6d46a23-15c9-474c-93b6-794b421e6556.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1012,1.207,839.66,323.38,108.32,0.781,Good_Quality,b16355285f77052b,train,3
IMG_09858,f24d804b-b477-4077-bfba-3f79506647f8.jpg,upper-gi-tract/anatomical-landmarks/z-line/f24d804b-b477-4077-bfba-3f79506647f8.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1225,1015,1.207,665.29,30.95,154.14,0.0,Motion_Blur,d08501d7155f5e79,train,3
IMG_03766,babf54e1-ba79-40e4-a285-be6943598b99.jpg,lower-gi-tract/quality-of-mucosal-views/bbps-0-1/babf54e1-ba79-40e4-a285-be6943598b99.jpg,lower-gi-tract,quality-of-mucosal-views,Quality_of_Mucosal_Views,2,bbps-0-1,2,633,532,1.19,179.82,575.8,96.66,0.293,Good_Quality,d1205e47613e53d7,train,3
IMG_00133,1cb81cbc-0753-4c0b-bc7e-3959302cb8ff.jpg,lower-gi-tract/anatomical-landmarks/cecum/1cb81cbc-0753-4c0b-bc7e-3959302cb8ff.jpg,lower-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,cecum,4,635,548,1.159,247.75,335.13,110.19,0.141,Good_Quality,c040171bd42bdf3f,train,3
IMG_07728,81c01cc1-ea0d-456e-80a9-8e1981f1933c.jpg,upper-gi-tract/anatomical-landmarks/pylorus/81c01cc1-ea0d-456e-80a9-8e1981f1933c.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1225,1015,1.207,740.73,36.7,138.09,0.329,Motion_Blur,d507403f00e74bfe,train,3
IMG_06642,71e1408f-3e82-43a8-9a01-8c574ddd84d8.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/71e1408f-3e82-43a8-9a01-8c574ddd84d8.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,623,531,1.173,230.07,503.42,78.07,1.446,Good_Quality,9095156f56525b6b,train,3
IMG_10491,5a14a4ba-12b6-4ee1-9f48-2e8d8895204c.jpg,upper-gi-tract/pathological-findings/esophagitis-b-d/5a14a4ba-12b6-4ee1-9f48-2e8d8895204c.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-b-d,8,1221,1020,1.197,864.23,627.44,145.04,0.009,Good_Quality,943f41df05671e8c,train,3
IMG_08385,3745461e-5a05-436d-a952-7e962c105c2b.jpg,upper-gi-tract/anatomical-landmarks/retroflex-stomach/3745461e-5a05-436d-a952-7e962c105c2b.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,retroflex-stomach,15,1221,1011,1.208,849.31,319.1,102.05,0.022,Good_Quality,817a557a55e236ac,train,3
IMG_03175,20cfaf58-607a-43d9-8358-b595f7a93d43.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/20cfaf58-607a-43d9-8358-b595f7a93d43.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-3,21,573,532,1.077,226.23,328.94,113.49,4.973,High_Reflection,f0f1c08f051e41ff,train,3
IMG_03010,b837fca6-0224-4266-aa89-2394a4583d58.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/b837fca6-0224-4266-aa89-2394a4583d58.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,571,531,1.075,234.88,205.04,98.48,0.033,Good_Quality,c095544f055d55df,train,3
IMG_02414,f7f6e7f1-0d2a-46f1-b423-054c9f4f63b7.jpg,lower-gi-tract/pathological-findings/polyps/f7f6e7f1-0d2a-46f1-b423-054c9f4f63b7.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,626,547,1.144,39.94,306.78,112.43,0.131,Good_Quality,c11b416e096e5bed,train,3
IMG_01923,7e713539-a3e3-4720-95ce-1447206942a1.jpg,lower-gi-tract/pathological-findings/polyps/7e713539-a3e3-4720-95ce-1447206942a1.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,polyps,12,1348,1070,1.26,146.01,164.31,122.53,2.592,Good_Quality,f47d407880136fcf,train,3
IMG_03013,b9c46a77-3e0c-4c68-8f35-f39b9febd55c.jpg,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/b9c46a77-3e0c-4c68-8f35-f39b9febd55c.jpg,lower-gi-tract,pathological-findings,Pathological_Findings,1,ulcerative-colitis-grade-2,19,1349,1071,1.26,696.54,66.46,120.33,0.198,Motion_Blur,94c7408f4292cf7f,train,3
IMG_05254,0c1bc617-ff62-4204-8017-98df284ae244.jpg,lower-gi-tract/therapeutic-interventions/dyed-lifted-polyps/0c1bc617-ff62-4204-8017-98df284ae244.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-lifted-polyps,5,635,547,1.161,219.44,361.15,67.8,0.018,Good_Quality,fc38c1c01627c3df,train,3
IMG_07103,e6e5dfa6-1297-401d-abf6-22ca1d21f8f2.jpg,lower-gi-tract/therapeutic-interventions/dyed-resection-margins/e6e5dfa6-1297-401d-abf6-22ca1d21f8f2.jpg,lower-gi-tract,therapeutic-interventions,Therapeutic_Interventions,3,dyed-resection-margins,6,633,532,1.19,216.05,413.18,82.91,1.676,Good_Quality,f6190976d625d278,train,3
IMG_08181,f6b29d57-909f-4a12-b324-03cb4c0177bc.jpg,upper-gi-tract/anatomical-landmarks/pylorus/f6b29d57-909f-4a12-b324-03cb4c0177bc.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,pylorus,13,1221,1012,1.207,804.13,290.35,128.23,0.09,Good_Quality,853b55e7409f523c,train,3
IMG_09149,2c640b6f-cb69-45e0-ac76-ea1c0747c600.jpg,upper-gi-tract/anatomical-landmarks/z-line/2c640b6f-cb69-45e0-ac76-ea1c0747c600.jpg,upper-gi-tract,anatomical-landmarks,Anatomical_Landmarks,0,z-line,22,1221,1012,1.207,953.67,246.41,152.47,0.637,Good_Quality,c01750bb552e0ff5,train,3
IMG_10018,0abc8ff8-9118-46f0-b300-cb51ebf12607.jpg,upper-gi-tract/pathological-findings/esophagitis-a/0abc8ff8-9118-46f0-b300-cb51ebf12607.jpg,upper-gi-tract,pathological-findings,Pathological_Findings,1,esophagitis-a,7,1225,1013,1.209,784.87,102.93,151.31,3.169,Good_Quality,d14f85bb43b60cd1,train,3
